NRFQ01000001.1,NZ_CP011370.1,81.193,2967,498,47,78482,81415,141915,144854,0.0,2333
NRFQ01000001.1,NZ_CP011370.1,82.009,1145,180,18,77306,78441,132560,133687,0.0,950
NRFQ01000001.1,NZ_CP011370.1,90.253,277,27,0,77031,77307,129695,129971,6.81e-98,363
NRFQ01000001.1,CP017294.1,79.053,697,141,5,77311,78004,357283,357977,3.01e-131,473
NRFQ01000001.1,NZ_AP015030.1,78.491,623,130,4,276618,277238,312692,312072,1.11e-110,405
NRFQ01000001.1,NZ_AP015030.1,77.479,484,99,7,276438,276916,313494,313016,1.96e-73,281
NRFQ01000001.1,NZ_CP018048.1,74.699,913,205,18,276438,277337,212754,213653,5.22e-104,383
NRFQ01000001.1,CR555308.1,73.822,573,122,24,83528,84078,58567,58001,1.57e-49,202
NRFQ01000001.1,CR555308.1,80.571,175,34,0,85915,86089,22099,22273,1.62e-29,135
NRFQ01000002.1,NZ_CP011370.1,99.979,4703,1,0,179021,183723,137215,141917,0.0,8680
NRFQ01000002.1,NZ_CP011370.1,99.926,1358,1,0,176487,177844,133735,135092,0.0,2503
NRFQ01000002.1,NZ_CP011370.1,81.191,2972,489,58,197202,200135,144854,141915,0.0,2327
NRFQ01000002.1,NZ_CP011370.1,77.430,2490,502,53,172763,175222,129708,132167,0.0,1430
NRFQ01000002.1,NZ_CP011370.1,93.843,942,55,3,236769,237708,146633,145693,0.0,1415
NRFQ01000002.1,NZ_CP011370.1,81.671,371,57,8,200128,200494,133735,133372,1.92e-78,298
NRFQ01000002.1,NZ_CP011370.1,96.610,118,2,2,179007,179123,136594,136710,2.59e-47,195
NRFQ01000002.1,NZ_CP011370.1,100.000,102,0,0,179022,179123,135087,135188,1.21e-45,189
NRFQ01000002.1,CP017294.1,91.838,3553,288,2,172763,176314,354426,357977,0.0,4953
NRFQ01000002.1,CP017294.1,89.327,609,65,0,32101,32709,24591,25199,0.0,765
NRFQ01000002.1,NZ_AP015030.1,76.101,7653,1521,243,41647,49133,66708,74218,0.0,3716
NRFQ01000002.1,NZ_AP015030.1,77.384,3073,612,66,35454,38486,60513,63542,0.0,1748
NRFQ01000003.1,NZ_CP011370.1,98.222,1237,10,1,182976,184200,146633,145397,0.0,2152
NRFQ01000003.1,NZ_AP015030.1,84.821,975,145,3,179172,180145,395302,394330,0.0,977
NRFQ01000009.1,NZ_AP015030.1,85.974,1098,150,4,4919,6014,165729,166824,0.0,1171
NRFQ01000009.1,NZ_CP018048.1,85.805,1099,152,4,4918,6014,307034,305938,0.0,1162
NRFQ01000009.1,CP017294.1,83.437,1129,181,6,43762,44887,7418,8543,0.0,1044
NRFQ01000009.1,CP017294.1,83.437,1129,181,6,43762,44887,385840,386965,0.0,1044
NRFQ01000010.1,CP017294.1,78.883,2685,519,41,107339,109999,374241,376901,0.0,1773
NRFQ01000010.1,CP017294.1,77.653,2318,469,39,115217,117508,4951,7245,0.0,1365
NRFQ01000010.1,CP017294.1,77.653,2318,469,39,115217,117508,383373,385667,0.0,1365
NRFQ01000010.1,CP017294.1,80.408,883,157,14,103433,104307,370069,370943,0.0,658
NRFQ01000012.1,NZ_AP021845.1,83.573,12534,1822,180,156309,168705,342419,329986,0.0,11520
NRFQ01000012.1,NZ_AP021845.1,85.773,7507,910,111,138276,145710,363446,356026,0.0,7801
NRFQ01000012.1,NZ_AP021845.1,80.256,3201,541,75,132756,135913,368707,365555,0.0,2326
NRFQ01000012.1,NZ_AP021845.1,93.168,1332,74,6,136323,137652,365369,364053,0.0,1940
NRFQ01000012.1,NZ_AP021845.1,74.045,1256,264,53,125678,126902,3843,2619,1.48e-126,457
NRFQ01000012.1,NZ_AP021845.1,86.592,179,19,4,138120,138295,363654,363478,4.59e-47,193
NRFQ01000012.1,CP017294.1,82.799,12581,1922,190,156264,168705,205076,217553,0.0,11021
