SPFA01000001.1,NZ_AP015030.1,77.541,2676,517,74,254203,256836,46464,49097,0.0,1535
SPFA01000001.1,NZ_AP021845.1,76.798,1418,291,21,367323,368715,33365,34769,0.0,761
SPFA01000001.1,NZ_AP021845.1,78.317,1093,219,16,364511,365594,31013,32096,0.0,689
SPFA01000008.1,NZ_AP021845.1,82.430,683,108,11,309334,310010,393136,393812,2.86e-165,586
SPFA01000008.1,CR555308.1,76.837,449,86,16,116349,116788,221462,221901,3.32e-60,237
SPFA01000012.1,NZ_CP018048.1,95.227,880,40,2,41680,42558,232479,233357,0.0,1391
SPFA01000012.1,NZ_CP018048.1,98.113,106,2,0,42671,42776,233425,233530,4.80e-45,185
SPFA01000014.1,NZ_AP021845.1,80.858,1165,201,11,11250,12397,44990,46149,0.0,896
SPFA01000020.1,NZ_AP021845.1,81.586,744,125,11,113988,114725,393883,393146,6.61e-171,604
SPFA01000020.1,NZ_AP021845.1,76.758,654,125,22,112942,113583,394774,394136,2.06e-91,340
SPFA01000025.1,NZ_CP018048.1,74.844,962,212,27,105872,106818,306981,306035,2.34e-112,409
SPFA01000026.1,NZ_AP021845.1,80.670,1164,205,16,154444,155591,44990,46149,0.0,885
SPFA01000032.1,CP017294.1,88.645,1365,152,3,24157,25519,170900,172263,0.0,1659
SPFA01000032.1,CP017294.1,91.885,419,29,5,31012,31430,176643,177056,1.35e-164,580
SPFA01000032.1,NZ_AP021845.1,80.795,1359,246,15,24158,25508,3975,2624,0.0,1050
SPFA01000032.1,NZ_AP021845.1,83.246,191,19,11,31194,31378,368732,368549,5.79e-39,163
SPFA01000035.1,NZ_AP015030.1,86.200,1942,249,18,133,2066,473932,472002,0.0,2084
SPFA01000035.1,NZ_AP015030.1,86.186,1940,250,17,133,2065,333110,331182,0.0,2082
SPFA01000037.1,NZ_CP011370.1,99.841,2511,4,0,1,2511,19924,22434,0.0,4615
SPFA01000038.1,NZ_AP015030.1,84.581,227,34,1,20314,20539,291629,291855,2.90e-57,224
SPFA01000038.1,NZ_AP015030.1,84.581,227,34,1,20314,20539,301369,301595,2.90e-57,224


