QTPX01000001.1,NZ_AP015030.1,76.540,2630,505,91,6352,8913,46508,49093,0.0,1336
QTPX01000005.1,NZ_AP021845.1,78.877,2618,470,60,102616,105172,34769,32174,0.0,1694
QTPX01000005.1,NZ_AP021845.1,80.264,1135,202,21,105272,106395,32141,31018,0.0,835
QTPX01000005.1,NZ_AP021845.1,78.571,1204,219,33,101276,102455,35997,34809,0.0,758
QTPX01000006.1,NZ_AP015030.1,73.623,1035,232,37,203609,204623,165722,166735,1.56e-97,361
QTPX01000006.1,NZ_CP018048.1,75.057,437,83,24,203666,204089,306984,306561,4.69e-43,180
QTPX01000008.1,NZ_AP021845.1,73.661,691,136,38,119549,120213,45068,45738,5.86e-57,226
QTPX01000010.1,NZ_AP021845.1,81.595,326,54,6,169,491,394443,394765,1.11e-68,265
QTPX01000012.1,CP017294.1,72.381,1050,226,43,52106,53135,374594,375599,1.75e-71,274
QTPX01000026.1,NZ_AP015030.1,76.361,1396,282,43,65047,66418,45501,44130,0.0,706
QTPX01000027.1,NZ_AP021845.1,76.233,791,158,27,10157,10932,43984,44759,2.43e-107,392
QTPX01000027.1,NZ_AP021845.1,80.226,177,33,2,11211,11386,44987,45162,5.84e-29,132
QTPX01000071.1,NZ_CP011370.1,86.375,1167,153,6,5956,7119,132312,131149,0.0,1269
QTPX01000071.1,NZ_AP015030.1,71.607,641,141,39,3767,4386,39215,38595,8.01e-32,137
QTPX01000072.1,NZ_AP021845.1,77.093,633,128,16,5791,6416,394765,394143,8.91e-96,350
QTPX01000089.1,NZ_AP021845.1,72.585,1025,248,30,10,1021,394862,395866,4.70e-83,305
QTPX01000089.1,NZ_AP021845.1,76.724,348,61,18,1309,1646,396149,396486,3.85e-44,176


