QTPY01000001.1,NZ_AP015030.1,76.540,2630,505,91,5271,7832,46508,49093,0.0,1336
QTPY01000002.1,NZ_AP021845.1,72.585,1025,248,30,274441,275452,394862,395866,1.18e-80,305
QTPY01000002.1,NZ_AP021845.1,76.724,348,61,18,275740,276077,396149,396486,9.69e-42,176
QTPY01000005.1,NZ_AP021845.1,78.877,2618,470,60,102616,105172,34769,32174,0.0,1694
QTPY01000005.1,NZ_AP021845.1,80.264,1135,202,21,105272,106395,32141,31018,0.0,835
QTPY01000005.1,NZ_AP021845.1,78.571,1204,219,33,101276,102455,35997,34809,0.0,758
QTPY01000006.1,NZ_AP021845.1,73.661,691,136,38,126651,127315,45068,45738,6.03e-57,226
QTPY01000007.1,NZ_AP015030.1,73.623,1035,232,37,203609,204623,165722,166735,1.56e-97,361
QTPY01000007.1,NZ_CP018048.1,75.057,437,83,24,203666,204089,306984,306561,4.69e-43,180
QTPY01000011.1,CP017294.1,72.381,1050,226,43,52106,53135,374594,375599,1.75e-71,274
QTPY01000020.1,NZ_AP021845.1,76.233,791,158,27,127450,128225,44759,43984,2.99e-107,392
QTPY01000020.1,NZ_AP021845.1,80.226,177,33,2,126996,127171,45162,44987,7.19e-29,132
QTPY01000022.1,NZ_AP015030.1,76.361,1396,282,43,65047,66418,45501,44130,0.0,706
QTPY01000023.1,NZ_AP021845.1,77.093,633,128,16,96004,96629,394765,394143,1.30e-94,350
QTPY01000084.1,NZ_AP021845.1,76.730,636,125,18,337,962,394143,394765,1.27e-91,333


