QMGI01000001.1,NZ_CP034355.1,99.922,52359,39,2,94974,147332,83856,31500,0.0,96460
QMGI01000001.1,NZ_CP034355.1,99.885,18270,11,3,14437,32706,18260,1,0.0,33613
QMGI01000001.1,NZ_CP034355.1,99.813,17618,32,1,40883,58500,125175,107559,0.0,32350
QMGI01000001.1,NZ_CP034355.1,99.721,13245,36,1,1,13245,31499,18256,0.0,24253
QMGI01000001.1,NZ_CP034355.1,99.984,12731,2,0,70249,82979,96580,83850,0.0,23499
QMGI01000001.1,NZ_CP034355.1,95.591,7916,333,5,61234,69147,104479,96578,0.0,12670
QMGI01000001.1,NZ_CP034355.1,99.583,3119,13,0,32707,35825,130306,127188,0.0,5688
QMGI01000001.1,NZ_CP034355.1,97.224,1801,47,3,36490,38289,126958,125160,0.0,3046
QMGI01000001.1,NZ_CP011370.1,99.961,43551,17,0,103782,147332,129246,85696,0.0,80330
QMGI01000001.1,NZ_CP011370.1,99.883,23853,19,2,14437,38289,72456,48613,0.0,43884
QMGI01000001.1,NZ_CP011370.1,99.837,18961,30,1,40883,59843,48628,29669,0.0,34841
QMGI01000001.1,NZ_CP011370.1,99.728,13245,35,1,1,13245,85695,72452,0.0,24258
QMGI01000001.1,NZ_CP011370.1,99.991,11008,1,0,71972,82979,19836,8829,0.0,20323
QMGI01000001.1,NZ_CP011370.1,100.000,8816,0,0,94974,103789,8835,20,0.0,16281
QMGI01000001.1,NZ_CP011370.1,99.958,7069,3,0,60471,67539,29510,22442,0.0,13038
QMGI01000001.1,NZ_CP011370.1,99.982,5549,1,0,82978,88526,159186,153638,0.0,10242
QMGI01000001.1,NZ_CP011370.1,100.000,5084,0,0,89729,94812,151717,146634,0.0,9389
QMGI01000001.1,NZ_CP011370.1,100.000,2606,0,0,38282,40887,19837,22442,0.0,4813
QMGI01000001.1,NZ_CP011370.1,100.000,457,0,0,94517,94973,129701,129245,0.0,845
QMGI01000001.1,NZ_CP011370.1,100.000,164,0,0,94810,94973,145397,145234,1.53e-80,303
QMGI01000001.1,CP032256.1,99.806,21699,42,0,125634,147332,64093,85791,0.0,39838
QMGI01000001.1,CP032256.1,98.750,19033,238,0,94974,114006,33747,52779,0.0,33829
QMGI01000001.1,CP032256.1,98.613,18389,242,5,17438,35825,101994,120370,0.0,32533
