MSYM01000001.1,NZ_AP015030.1,86.869,99,11,1,274452,274548,188883,188785,6.70e-22,110
MSYM01000001.1,NZ_CP010312.1,78.090,178,33,6,27285,27459,127488,127314,2.41e-21,108
MSYM01000002.1,NZ_AP015030.1,81.503,346,56,7,1065,1407,187408,187068,1.49e-73,278
MSYM01000013.1,NZ_AP021845.1,72.621,515,137,4,832757,833269,391655,392167,1.51e-38,167
MSYM01000013.1,NZ_AP021845.1,80.208,96,19,0,749996,750091,94450,94545,3.39e-10,73.1
MSYM01000016.1,NZ_CP011370.1,80.966,725,133,4,161444,162167,131342,130622,1.54e-160,569
MSYM01000017.1,NZ_AP015030.1,81.503,346,56,7,39451,39793,187408,187068,1.76e-72,278
MSYM01000017.1,NZ_AP015030.1,86.869,99,11,1,37956,38052,188883,188785,6.79e-22,110
MSYM01000017.1,NZ_AP021845.1,81.250,80,9,6,131358,131434,33461,33385,6.94e-07,60.2
MSYM01000018.1,NZ_AP021845.1,78.974,1208,223,22,18720,19904,44896,46095,0.0,795


