LLUB01000004.1,NZ_AP015030.1,86.339,1098,146,4,180465,181560,165729,166824,0.0,1194
LLUB01000004.1,NZ_CP018048.1,86.157,1098,148,4,180465,181560,307033,305938,0.0,1182
LLUB01000004.1,CP017294.1,83.525,1129,180,6,219276,220401,7418,8543,0.0,1050
LLUB01000004.1,CP017294.1,83.525,1129,180,6,219276,220401,385840,386965,0.0,1050
LLUB01000004.1,NZ_CP011370.1,100.000,239,0,0,1,239,158948,159186,4.81e-122,442
LLUB01000006.1,NZ_AP021845.1,84.360,6215,773,112,9359,15471,356069,362186,0.0,5908
LLUB01000006.1,NZ_AP021845.1,84.203,3678,521,35,1,3635,338810,342470,0.0,3518
LLUB01000006.1,NZ_AP021845.1,80.407,3195,527,75,18922,22068,365575,368718,0.0,2340
LLUB01000006.1,NZ_AP021845.1,83.220,882,109,25,17206,18072,364302,365159,0.0,773
LLUB01000006.1,NZ_AP021845.1,77.665,394,77,9,15566,15952,362317,362706,2.83e-58,230
LLUB01000006.1,NZ_AP021845.1,83.105,219,34,1,30621,30839,2593,2808,2.87e-48,196
LLUB01000006.1,CP017294.1,83.823,6262,859,100,9289,15474,189767,183584,0.0,5810
LLUB01000006.1,CP017294.1,82.924,3666,575,39,1,3629,208727,205076,0.0,3254
LLUB01000006.1,CP017294.1,81.382,3776,600,78,18463,22181,180451,176722,0.0,2983
LLUB01000006.1,CP017294.1,84.074,923,120,22,17206,18112,181497,180586,0.0,865
LLUB01000006.1,CP017294.1,80.952,924,138,29,23570,24471,174267,173360,0.0,697
LLUB01000006.1,CP017294.1,88.591,149,14,3,23375,23520,173677,173529,1.04e-42,178
LLUB01000006.1,NZ_AP015030.1,77.050,1817,374,38,99603,101399,306983,305190,0.0,1005
LLUB01000009.1,NZ_CP034355.1,99.501,86584,413,8,1,86582,17913,104479,0.0,1.575e+05
LLUB01000009.1,NZ_CP034355.1,99.582,19401,79,2,89316,108715,107559,126958,0.0,35377
LLUB01000009.1,NZ_CP034355.1,99.928,18153,11,2,112499,130651,1,18151,0.0,33449
LLUB01000009.1,NZ_CP034355.1,99.583,3119,13,0,109380,112498,127188,130306,0.0,5688
LLUB01000009.1,NZ_CP011370.1,99.907,57139,52,1,1,57139,72109,129246,0.0,1.052e+05
LLUB01000009.1,NZ_CP011370.1,99.885,42679,49,0,87973,130651,29669,72347,0.0,78542
