QURR01000012.1,NZ_AP015030.1,76.154,2730,554,82,13127,15806,46415,49097,0.0,1345
QURR01000014.1,NZ_AP021845.1,79.699,1197,219,15,66575,67753,44950,46140,0.0,843
QURR01000029.1,NZ_CP011370.1,90.714,140,11,1,60343,60482,129686,129823,2.38e-45,185
QURR01000049.1,NZ_CP011370.1,91.339,127,11,0,16082,16208,129697,129823,1.38e-42,174
QURR01000049.1,NZ_CP011370.1,100.000,38,0,0,90,127,129734,129697,1.86e-11,71.3
QURR01000056.1,NZ_CP011370.1,100.000,320,0,0,1,320,138403,138722,2.13e-168,592
QURR01000056.1,NZ_CP011370.1,99.231,130,1,0,10628,10757,134489,134618,4.13e-61,235
QURR01000061.1,NZ_CP011370.1,86.908,4056,500,26,4208,8249,133735,129697,0.0,4519
QURR01000061.1,NZ_CP011370.1,81.191,2972,489,58,1282,4215,144854,141915,0.0,2327
QURR01000061.1,NZ_CP011370.1,100.000,38,0,0,1,38,129697,129734,9.45e-12,71.3
QURR01000061.1,CP017294.1,79.889,2352,423,45,5865,8191,356799,354473,0.0,1677
QURR01000067.1,NZ_CP011370.1,100.000,127,0,0,1,127,137568,137442,1.59e-61,235
QURR01000067.1,NZ_CP011370.1,100.000,127,0,0,4027,4153,138529,138403,1.59e-61,235
QURR01000072.1,NZ_CP011370.1,100.000,148,0,0,2816,2963,135089,134942,2.40e-73,274
QURR01000073.1,NZ_CP011370.1,100.000,582,0,0,2251,2832,137213,137794,0.0,1075
QURR01000073.1,NZ_CP011370.1,100.000,128,0,0,1,128,134963,135090,3.01e-62,237
QURR01000073.1,NZ_CP011370.1,100.000,112,0,0,1286,1397,136605,136716,2.36e-53,207
QURR01000073.1,NZ_CP011370.1,100.000,108,0,0,1290,1397,135087,135194,3.95e-51,200
QURR01000073.1,NZ_CP011370.1,97.436,117,1,1,1277,1391,137201,137317,1.42e-50,198
QURR01000073.1,NZ_CP011370.1,96.639,119,2,2,2238,2355,136593,136710,5.11e-50,196
QURR01000073.1,NZ_CP011370.1,100.000,102,0,0,2254,2355,135087,135188,8.54e-48,189
QURR01000075.1,NZ_CP011370.1,100.000,883,0,0,1,883,134618,133736,0.0,1631
QURR01000075.1,NZ_CP011370.1,100.000,38,0,0,1797,1834,129697,129734,2.18e-12,71.3
QURR01000076.1,NZ_CP011370.1,91.192,193,15,1,1243,1433,134899,135091,1.09e-69,261
QURR01000085.1,NZ_CP011370.1,100.000,644,0,0,466,1109,139239,138596,0.0,1190
QURR01000085.1,NZ_CP011370.1,100.000,124,0,0,127,250,141795,141918,1.95e-60,230
QURR01000091.1,NZ_CP011370.1,100.000,862,0,0,1,862,137668,138529,0.0,1592
QURR01000094.1,NZ_CP011370.1,99.827,577,1,0,1,577,134492,135068,0.0,1061


