JTOK01000004.1,NZ_CP011370.1,81.092,2967,501,47,80151,83084,144854,141915,0.0,2316
JTOK01000004.1,NZ_CP011370.1,99.811,530,1,0,84633,85162,138194,137665,0.0,974
JTOK01000004.1,NZ_CP011370.1,100.000,38,0,0,78894,78931,129697,129734,9.79e-11,71.3
JTOK01000007.1,CP017294.1,78.779,2686,520,43,118476,121136,376901,374241,0.0,1757
JTOK01000007.1,CP017294.1,77.696,2318,468,39,110966,113257,7245,4951,0.0,1371
JTOK01000007.1,CP017294.1,77.696,2318,468,39,110966,113257,385667,383373,0.0,1371
JTOK01000007.1,CP017294.1,80.408,883,157,14,124168,125042,370943,370069,0.0,658
JTOK01000009.1,NZ_AP021845.1,83.260,12646,1881,171,54771,67302,342396,329873,0.0,11407
JTOK01000009.1,NZ_AP021845.1,84.134,6246,818,105,37995,44145,362180,356013,0.0,5884
JTOK01000009.1,NZ_AP021845.1,82.196,2432,419,14,24698,27122,3975,1551,0.0,2080
JTOK01000009.1,NZ_AP021845.1,80.713,2105,339,55,31105,33177,368707,366638,0.0,1576
JTOK01000009.1,NZ_AP021845.1,75.236,1906,402,57,498699,500569,56446,54576,0.0,841
JTOK01000009.1,NZ_AP021845.1,84.957,811,111,9,33448,34254,366376,365573,0.0,811
JTOK01000009.1,NZ_AP021845.1,81.992,944,127,30,35335,36261,365200,364283,0.0,761
JTOK01000009.1,NZ_AP021845.1,81.713,432,65,12,36308,36728,364013,363585,3.67e-93,348
JTOK01000009.1,NZ_AP021845.1,89.474,133,12,2,35111,35242,364184,364053,1.10e-38,167
JTOK01000009.1,CP017294.1,84.053,6829,985,76,54703,61472,205076,211859,0.0,6482
JTOK01000009.1,CP017294.1,83.767,6265,887,87,37989,44183,183587,189791,0.0,5816
JTOK01000009.1,CP017294.1,83.023,5961,901,88,61608,67529,212004,217892,0.0,5299
JTOK01000009.1,CP017294.1,90.381,3358,292,12,24698,28048,170901,174234,0.0,4383
JTOK01000009.1,CP017294.1,83.303,2216,333,29,30984,33177,176722,178922,0.0,2008
JTOK01000009.1,CP017294.1,83.525,1129,180,6,535887,537012,7418,8543,0.0,1050
JTOK01000009.1,CP017294.1,83.525,1129,180,6,535887,537012,385840,386965,0.0,1050
JTOK01000009.1,CP017294.1,86.534,802,97,9,33448,34245,179184,179978,0.0,872
JTOK01000009.1,CP017294.1,83.563,943,127,23,35337,36262,180586,181517,0.0,857
JTOK01000009.1,CP017294.1,81.043,422,64,14,36318,36728,181806,182222,2.23e-85,322
JTOK01000009.1,CP017294.1,77.976,504,99,11,298058,298555,159796,160293,2.24e-80,305
JTOK01000009.1,CP017294.1,91.129,124,8,3,35121,35242,181622,181744,3.97e-38,165
JTOK01000009.1,NZ_AP015030.1,85.883,1098,151,4,497044,498139,165729,166824,0.0,1166
JTOK01000009.1,NZ_CP018048.1,85.883,1098,151,4,497044,498139,307033,305938,0.0,1166
JTOK01000011.1,CP017294.1,99.969,3204,1,0,150772,153975,14046,10843,0.0,5912
JTOK01000011.1,CP017294.1,99.969,3204,1,0,150772,153975,392468,389265,0.0,5912
JTOK01000011.1,CP017294.1,78.978,2388,434,59,153975,156328,354681,357034,0.0,1567
JTOK01000011.1,CP017294.1,85.208,649,94,2,148457,149104,25195,24548,0.0,665
JTOK01000011.1,CP017294.1,78.962,732,149,5,156542,157270,357248,357977,9.07e-138,494
JTOK01000011.1,CP017294.1,94.393,107,6,0,150771,150877,10842,10948,8.08e-39,165
JTOK01000011.1,CP017294.1,94.393,107,6,0,150771,150877,389264,389370,8.08e-39,165
JTOK01000011.1,CP017294.1,94.340,106,6,0,153870,153975,13941,14046,2.91e-38,163
JTOK01000011.1,CP017294.1,94.340,106,6,0,153870,153975,392363,392468,2.91e-38,163
JTOK01000011.1,NZ_CP011370.1,88.222,3617,403,17,153975,157582,129963,133565,0.0,4298
JTOK01000011.1,NZ_CP011370.1,98.817,930,11,0,1,930,145704,146633,0.0,1657
JTOK01000011.1,NZ_CP011370.1,90.146,274,27,0,150499,150772,129697,129970,1.24e-96,357
JTOK01000011.1,NZ_AP015030.1,80.034,4067,695,89,136106,140097,70730,66706,0.0,2904
JTOK01000011.1,NZ_AP015030.1,77.606,4586,878,121,141817,146326,64975,60463,0.0,2641
JTOK01000011.1,NZ_AP015030.1,73.779,3379,699,153,132606,135892,74218,70935,0.0,1158
JTOK01000011.1,NZ_AP015030.1,79.576,1273,230,27,147766,149021,58034,56775,0.0,883
JTOK01000011.1,NZ_AP021845.1,81.146,2636,423,57,25201,27787,32159,34769,0.0,2047
JTOK01000011.1,NZ_AP021845.1,80.435,1196,208,21,27939,29115,34808,35996,0.0,889
JTOK01000018.1,NZ_AP021845.1,79.392,1742,323,32,16274,17997,58544,56821,0.0,1195
JTOK01000018.1,NZ_AP021845.1,75.935,989,206,28,29771,30743,43820,44792,1.38e-133,479
JTOK01000018.1,NZ_AP021845.1,77.888,303,61,6,28823,29122,42878,43177,1.21e-44,183
JTOK01000020.1,NZ_CP011370.1,99.965,39681,11,2,51271,90948,51076,90756,0.0,73196
JTOK01000020.1,NZ_CP011370.1,99.938,38515,24,0,93296,131810,90732,129246,0.0,70991
JTOK01000020.1,NZ_CP011370.1,99.764,20744,47,2,30299,51041,29669,50411,0.0,38034
JTOK01000020.1,NZ_CP011370.1,100.000,19255,0,0,20,19274,582,19836,0.0,35558
JTOK01000020.1,NZ_CP011370.1,99.958,7069,3,0,22603,29671,22442,29510,0.0,13038
JTOK01000020.1,NZ_CP011370.1,100.000,568,0,0,131803,132370,20,587,0.0,1050
JTOK01000020.1,NZ_CP034355.1,99.997,39075,0,1,93296,132370,36536,75609,0.0,72151
JTOK01000020.1,NZ_CP034355.1,99.981,36562,2,4,54390,90948,1,36560,0.0,67474
JTOK01000020.1,NZ_CP034355.1,98.796,28892,329,8,20,28908,75604,104479,0.0,51408
JTOK01000020.1,NZ_CP034355.1,99.996,22748,1,0,31642,54389,107559,130306,0.0,42003
JTOK01000020.1,CP032256.1,99.173,27433,222,4,42219,69650,129422,101994,0.0,49397
JTOK01000020.1,CP032256.1,98.003,20982,363,36,69998,90948,101687,80731,0.0,36374
JTOK01000020.1,CP032256.1,99.958,16663,7,0,93296,109958,80755,64093,0.0,30733
JTOK01000020.1,CP032256.1,98.747,14205,170,3,15476,29673,26506,12303,0.0,25239
JTOK01000020.1,CP032256.1,95.731,15320,630,21,20,15331,42000,26697,0.0,24646
