gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,80.010,4067,695,90,676043,680033,66706,70730,0.0,2898
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,77.584,4586,876,124,669817,674323,60463,64975,0.0,2634
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,73.779,3379,699,153,680246,683532,70935,74218,0.0,1158
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,85.610,1098,153,5,1175901,1176995,165729,166824,0.0,1147
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,76.872,1816,379,36,2732289,2734085,305190,306983,0.0,989
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,79.576,1273,230,27,667121,668376,56775,58034,0.0,883
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,77.696,677,147,4,3964083,3964757,312072,312746,3.90e-111,411
gi|982574220|gb|LQBU01000001.1|,NZ_AP015030.1,77.479,484,99,7,3964405,3964883,313016,313494,3.19e-72,281
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,99.705,1355,3,1,4192241,4193594,135090,133736,0.0,2479
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,81.940,2309,369,35,4201112,4203393,142567,144854,0.0,1910
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,93.366,1236,82,0,5444824,5446059,146633,145398,0.0,1829
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,91.432,852,69,1,4191397,4192244,136551,135700,0.0,1166
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,97.606,376,9,0,4445108,4445483,146633,146258,0.0,645
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,99.155,355,3,0,3028414,3028768,146633,146279,4.57e-180,640
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,93.084,347,24,0,2351043,2351389,146618,146272,1.35e-140,508
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,202,0,0,2721891,2722092,146633,146432,5.12e-100,374
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,99.505,202,1,0,990791,990992,146432,146633,2.38e-98,368
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,99.015,203,1,1,829392,829594,146432,146633,1.11e-96,363
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,97.537,203,4,1,1167776,1167978,146633,146432,1.12e-91,346
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,79.944,359,61,9,4832585,4832937,15886,15533,6.96e-64,254
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,79,0,0,4189573,4189651,136685,136607,1.22e-31,147
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,79,0,0,4189573,4189651,137292,137214,1.22e-31,147
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,77,0,0,4189573,4189649,135163,135087,1.57e-30,143
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,98.333,60,0,1,2805570,2805628,145452,145393,7.42e-19,104
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,55,0,0,2722193,2722247,145452,145398,2.67e-18,102
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,54,0,0,4594629,4594682,145451,145398,9.59e-18,100
gi|982574220|gb|LQBU01000001.1|,NZ_CP011370.1,100.000,54,0,0,1167985,1168038,145451,145398,9.59e-18,100
gi|982574220|gb|LQBU01000001.1|,NZ_AP021845.1,80.987,2635,429,55,788327,790913,34769,32159,0.0,2025
gi|982574220|gb|LQBU01000001.1|,NZ_AP021845.1,79.243,1744,320,37,1987868,1989589,58544,56821,0.0,1177
gi|982574220|gb|LQBU01000001.1|,NZ_AP021845.1,80.518,1196,207,21,786999,788175,35996,34808,0.0,894
gi|982574220|gb|LQBU01000001.1|,NZ_AP021845.1,75.000,1696,362,52,3256193,3257855,394786,393120,0.0,726
gi|982574220|gb|LQBU01000001.1|,NZ_AP021845.1,73.981,834,181,23,5350611,5351422,44990,45809,1.89e-79,305
gi|982574220|gb|LQBU01000001.1|,NZ_AP021845.1,77.888,303,61,6,2000461,2000760,42878,43177,9.26e-43,183
gi|982574220|gb|LQBU01000001.1|,CP017294.1,78.712,2687,516,47,3405330,3407986,376901,374241,0.0,1742
gi|982574220|gb|LQBU01000001.1|,CP017294.1,97.953,928,19,0,4193889,4194816,364329,363402,0.0,1609
gi|982574220|gb|LQBU01000001.1|,CP017294.1,77.610,2318,469,40,3397824,3400114,7245,4951,0.0,1360
gi|982574220|gb|LQBU01000001.1|,CP017294.1,77.610,2318,469,40,3397824,3400114,385667,383373,0.0,1360
gi|982574220|gb|LQBU01000001.1|,CP017294.1,83.525,1129,180,6,1226734,1227859,7418,8543,0.0,1050
gi|982574220|gb|LQBU01000001.1|,CP017294.1,83.525,1129,180,6,1226734,1227859,385840,386965,0.0,1050
gi|982574220|gb|LQBU01000001.1|,CP017294.1,80.634,883,155,14,3411017,3411891,370943,370069,0.0,669
gi|982574220|gb|LQBU01000001.1|,CP017294.1,85.208,649,94,2,667038,667685,24548,25195,0.0,665
gi|982574220|gb|LQBU01000001.1|,CP017294.1,80.713,617,104,13,3569559,3570169,10833,10226,8.21e-128,466
gi|982574220|gb|LQBU01000001.1|,CP017294.1,80.713,617,104,13,3569559,3570169,389255,388648,8.21e-128,466
gi|982574220|gb|LQBU01000001.1|,CP017294.1,98.182,55,1,0,4189418,4189472,363402,363456,1.24e-16,97.1
gi|982574220|gb|LQBU01000001.1|,NZ_CP018048.1,85.610,1098,153,5,1175901,1176995,307033,305938,0.0,1147
gi|982574220|gb|LQBU01000001.1|,NZ_CP018048.1,74.561,912,208,16,3963984,3964883,213653,212754,3.96e-101,377
gi|982574220|gb|LQBU01000001.1|,NZ_CP034355.1,79.944,359,61,9,4832585,4832937,90907,90554,6.96e-64,254
gi|982574220|gb|LQBU01000001.1|,CR555308.1,74.906,530,121,11,4196826,4197347,22273,21748,3.26e-57,231
gi|982574220|gb|LQBU01000001.1|,CR555308.1,72.333,553,123,27,4198829,4199356,58001,58548,1.22e-31,147
gi|982574185|gb|LQBU01000017.1|,NZ_CP011370.1,100.000,54,0,0,300,353,146633,146580,4.87e-22,100
gi|982574156|gb|LQBU01000035.1|,NZ_CP011370.1,100.000,55,0,0,1,55,145452,145398,1.94e-21,102
gi|982574151|gb|LQBU01000038.1|,NZ_CP011370.1,99.726,731,2,0,1,731,145398,146128,0.0,1339
gi|982574134|gb|LQBU01000048.1|,NZ_CP011370.1,100.000,216,0,0,1,216,146486,146271,2.70e-112,399
gi|982574120|gb|LQBU01000057.1|,NZ_CP011370.1,100.000,55,0,0,1,55,145452,145398,1.42e-21,102
gi|982574116|gb|LQBU01000060.1|,NZ_CP011370.1,100.000,56,0,0,1,56,145452,145397,5.40e-23,104
gi|982568850|gb|LQBU01000112.1|,NZ_CP011370.1,100.000,202,0,0,1,202,146432,146633,2.23e-103,374
gi|982568731|gb|LQBU01000124.1|,NZ_CP011370.1,100.000,765,0,0,1,765,138475,139239,0.0,1413
gi|982568731|gb|LQBU01000124.1|,NZ_CP011370.1,100.000,124,0,0,981,1104,141918,141795,2.04e-60,230
gi|982568638|gb|LQBU01000134.1|,NZ_CP011370.1,90.909,55,5,0,1,55,135163,135109,3.18e-13,75.0
gi|982568638|gb|LQBU01000134.1|,NZ_CP011370.1,90.909,55,5,0,1,55,136685,136631,3.18e-13,75.0
gi|982568638|gb|LQBU01000134.1|,NZ_CP011370.1,90.909,55,5,0,1,55,137292,137238,3.18e-13,75.0
gi|982568453|gb|LQBU01000137.1|,CP032256.1,99.974,50704,3,10,56,50751,63769,13068,0.0,93552
gi|982568453|gb|LQBU01000137.1|,CP032256.1,99.802,40308,62,14,89150,129445,104068,63767,0.0,73976
gi|982568453|gb|LQBU01000137.1|,CP032256.1,96.629,18276,580,27,63829,82085,129422,111164,0.0,30304
gi|982568453|gb|LQBU01000137.1|,CP032256.1,99.206,11329,87,3,52502,63828,11328,1,0.0,20419
gi|982568453|gb|LQBU01000137.1|,CP032256.1,84.126,3849,576,29,82318,86150,110949,107120,0.0,3690
gi|982568453|gb|LQBU01000137.1|,CP032256.1,93.103,174,12,0,50747,50920,12084,11911,3.83e-66,255
gi|982568453|gb|LQBU01000137.1|,NZ_CP034355.1,98.862,37618,374,35,91531,129120,15607,53198,0.0,67047
gi|982568453|gb|LQBU01000137.1|,NZ_CP034355.1,96.785,26099,812,24,11043,37123,64825,90914,0.0,43522
gi|982568453|gb|LQBU01000137.1|,NZ_CP034355.1,99.974,22750,2,4,53251,75996,107557,130306,0.0,41975
