VIII01000001.1,NZ_CP011370.1,100.000,77,0,0,445674,445750,146633,146557,1.07e-31,143
VIII01000002.1,NZ_AP015030.1,78.491,623,130,4,133656,134276,312072,312692,1.07e-110,405
VIII01000002.1,NZ_AP015030.1,77.479,484,99,7,133978,134456,313016,313494,1.88e-73,281
VIII01000002.1,NZ_CP018048.1,74.699,913,205,18,133557,134456,213653,212754,5.02e-104,383
VIII01000003.1,CP017294.1,78.779,2686,520,43,279930,282590,376901,374241,0.0,1757
VIII01000003.1,CP017294.1,77.653,2318,469,39,272419,274710,7245,4951,0.0,1365
VIII01000003.1,CP017294.1,77.653,2318,469,39,272419,274710,385667,383373,0.0,1365
VIII01000003.1,CP017294.1,80.294,883,158,14,285622,286496,370943,370069,0.0,652
VIII01000003.1,CP017294.1,97.647,85,0,2,354111,354195,266369,266287,2.37e-32,145
VIII01000003.1,CP017294.1,100.000,77,0,0,354119,354195,252661,252585,8.51e-32,143
VIII01000003.1,NZ_AP021845.1,74.941,1696,363,51,132532,134194,394786,393120,0.0,721
VIII01000007.1,NZ_AP015030.1,85.883,1098,151,4,371,1466,165729,166824,0.0,1166
VIII01000007.1,NZ_CP018048.1,85.701,1098,153,4,371,1466,307033,305938,0.0,1155
VIII01000007.1,CP017294.1,83.791,1129,177,6,39214,40339,7418,8543,0.0,1066
VIII01000007.1,CP017294.1,83.791,1129,177,6,39214,40339,385840,386965,0.0,1066
VIII01000007.1,NZ_CP011370.1,100.000,81,0,0,1,81,145474,145394,3.61e-34,150
VIII01000011.1,NZ_AP015030.1,76.463,7469,1421,251,73707,80973,66706,74039,0.0,3742
VIII01000011.1,NZ_AP015030.1,77.550,3069,615,63,67518,70550,60512,63542,0.0,1783
VIII01000011.1,CP017294.1,89.163,609,66,0,64169,64777,24591,25199,0.0,760
VIII01000011.1,NZ_CP011370.1,100.000,77,0,0,197190,197266,145398,145474,4.74e-32,143
VIII01000013.1,NZ_CP011370.1,100.000,80,0,0,1,80,146557,146636,8.94e-34,148
VIII01000014.1,NZ_CP011370.1,100.000,77,0,0,160824,160900,146633,146557,3.86e-32,143
VIII01000019.1,NZ_AP015030.1,76.652,1816,383,35,28097,29893,305190,306983,0.0,966
VIII01000019.1,NZ_CP011370.1,100.000,77,0,0,116864,116940,145398,145474,2.81e-32,143
VIII01000020.1,CP017294.1,74.179,1309,290,34,24102,25377,193011,191718,3.95e-140,501
VIII01000020.1,CP017294.1,80.551,617,105,13,60765,61375,10833,10226,6.70e-128,460
VIII01000020.1,CP017294.1,80.551,617,105,13,60765,61375,389255,388648,6.70e-128,460
VIII01000021.1,NZ_CP011370.1,100.000,77,0,0,111684,111760,145398,145474,2.68e-32,143
VIII01000023.1,NZ_AP021845.1,73.981,834,183,21,73885,74698,44990,45809,8.10e-82,307
VIII01000024.1,NZ_AP021845.1,84.479,6256,793,106,84092,90257,362180,356013,0.0,6010
VIII01000024.1,NZ_AP021845.1,80.187,3205,532,82,77371,80524,368718,365566,0.0,2305
VIII01000024.1,NZ_AP021845.1,81.893,2441,427,15,71134,73567,3983,1551,0.0,2045
VIII01000024.1,NZ_AP021845.1,81.962,948,121,36,81431,82358,365200,364283,0.0,758
VIII01000024.1,NZ_AP021845.1,81.713,432,65,12,82405,82825,364013,363585,4.76e-94,348
VIII01000024.1,NZ_AP021845.1,88.889,135,11,4,81206,81338,364185,364053,1.85e-38,163
VIII01000024.1,CP017294.1,83.854,6274,858,100,84086,90284,183587,189780,0.0,5830
VIII01000024.1,CP017294.1,92.623,2806,194,11,71142,73941,170900,173698,0.0,4023
VIII01000024.1,CP017294.1,81.789,3778,579,85,77259,80975,176722,180451,0.0,3064
VIII01000024.1,CP017294.1,83.475,944,127,24,81433,82359,180586,181517,0.0,852
VIII01000024.1,CP017294.1,81.043,422,64,14,82415,82825,181806,182222,2.89e-86,322
VIII01000024.1,CP017294.1,90.244,123,9,2,81218,81338,181623,181744,8.61e-37,158
VIII01000024.1,CP017294.1,100.000,77,0,0,1,77,252585,252661,2.41e-32,143
VIII01000024.1,CP017294.1,100.000,77,0,0,100378,100454,252661,252585,2.41e-32,143
VIII01000024.1,CP017294.1,100.000,77,0,0,1,77,266287,266363,2.41e-32,143
VIII01000024.1,CP017294.1,100.000,77,0,0,100378,100454,266363,266287,2.41e-32,143
VIII01000026.1,NZ_CP034355.1,98.150,29464,525,9,47692,77151,104479,75032,0.0,51373
VIII01000026.1,NZ_CP034355.1,99.996,22748,1,0,20048,42795,130306,107559,0.0,42003
VIII01000026.1,NZ_CP034355.1,98.676,9442,125,0,85559,95000,75036,65595,0.0,16744
VIII01000026.1,NZ_CP034355.1,90.025,6105,576,24,13958,20047,6087,1,0.0,7869
VIII01000026.1,NZ_CP034355.1,90.687,4456,366,31,78,4510,20036,15607,0.0,5884
VIII01000026.1,NZ_CP034355.1,84.148,3848,577,28,9893,13725,10131,6302,0.0,3696
