gi|1113907342|emb|FRHN01000005.1|,CP017294.1,78.808,2685,521,41,27120,29780,374241,376901,0.0,1762
gi|1113907342|emb|FRHN01000005.1|,CP017294.1,77.783,2318,466,39,34998,37289,4951,7245,0.0,1382
gi|1113907342|emb|FRHN01000005.1|,CP017294.1,77.783,2318,466,39,34998,37289,383373,385667,0.0,1382
gi|1113907342|emb|FRHN01000005.1|,CP017294.1,80.634,883,155,14,23214,24088,370069,370943,0.0,669
gi|1113907342|emb|FRHN01000005.1|,NZ_AP021845.1,74.823,1696,365,51,175522,177184,393120,394786,0.0,710
gi|1113907330|emb|FRHN01000017.1|,NZ_AP015030.1,85.883,1098,151,4,22158,23253,166824,165729,0.0,1166
gi|1113907330|emb|FRHN01000017.1|,NZ_CP018048.1,85.623,1099,154,4,22158,23254,305938,307034,0.0,1151
gi|1113907317|emb|FRHN01000030.1|,NZ_AP015030.1,78.812,623,128,4,42601,43221,312072,312692,1.78e-114,416
gi|1113907317|emb|FRHN01000030.1|,NZ_AP015030.1,77.686,484,98,7,42923,43401,313016,313494,1.45e-75,287
gi|1113907317|emb|FRHN01000030.1|,NZ_CP018048.1,74.918,913,203,18,42502,43401,213653,212754,8.32e-108,394
gi|1113907316|emb|FRHN01000031.1|,CP017294.1,74.157,1335,297,34,23822,25123,193037,191718,1.50e-143,510
gi|1113907309|emb|FRHN01000038.1|,NZ_AP021845.1,81.108,2636,424,57,156716,159302,34769,32159,0.0,2041
gi|1113907309|emb|FRHN01000038.1|,NZ_AP021845.1,80.335,1195,209,21,155388,156563,35996,34809,0.0,881
gi|1113907298|emb|FRHN01000049.1|,NZ_AP015030.1,77.050,1817,374,39,149277,151073,306983,305190,0.0,1005
gi|1113907286|emb|FRHN01000061.1|,CP017294.1,83.614,1129,178,7,15593,16718,7419,8543,0.0,1053
gi|1113907286|emb|FRHN01000061.1|,CP017294.1,83.614,1129,178,7,15593,16718,385841,386965,0.0,1053
gi|1113907281|emb|FRHN01000066.1|,NZ_AP021845.1,74.341,834,180,21,75825,76638,44990,45809,8.17e-87,324
gi|1113907274|emb|FRHN01000073.1|,NZ_CP034355.1,79.944,359,61,9,20708,21060,90554,90907,3.19e-66,254
gi|1113907274|emb|FRHN01000073.1|,NZ_CP011370.1,79.944,359,61,9,20708,21060,15533,15886,3.19e-66,254
gi|1113907238|emb|FRHN01000109.1|,NZ_CP011370.1,95.887,1240,46,4,78749,79983,145398,146637,0.0,2002
gi|1113907236|emb|FRHN01000111.1|,NZ_AP015030.1,86.164,159,22,0,59038,59196,35449,35291,1.83e-41,172
gi|1113907229|emb|FRHN01000118.1|,CP017294.1,80.551,617,105,13,34112,34722,10833,10226,4.55e-128,460
gi|1113907229|emb|FRHN01000118.1|,CP017294.1,80.551,617,105,13,34112,34722,389255,388648,4.55e-128,460
gi|1113907216|emb|FRHN01000131.1|,NZ_CP011370.1,96.602,1236,31,2,3434,4658,146633,145398,0.0,2039
gi|1113907207|emb|FRHN01000140.1|,NZ_AP021845.1,79.427,1745,317,39,16572,18295,58544,56821,0.0,1195
gi|1113907207|emb|FRHN01000140.1|,NZ_AP021845.1,76.239,989,203,28,30068,31040,43820,44792,1.22e-138,496
gi|1113907207|emb|FRHN01000140.1|,NZ_AP021845.1,78.218,303,60,6,29120,29419,42878,43177,2.31e-46,189


